x,y,z,V,triangle
1.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,29
1.9147802928999980e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,30
1.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,30
1.9147802928999980e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,30
1.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,31
9.8412698410000132e-01,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,31
9.8412698410000132e-01,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,31
1.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,32
9.8412698410000132e-01,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,32
1.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,32
9.8412698410000132e-01,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,33
8.1418253399998974e-02,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,33
8.1418253399998974e-02,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,33
9.8412698410000132e-01,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,34
8.1418253399998974e-02,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,34
9.8412698410000132e-01,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,34
8.1418253399998974e-02,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,35
0.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,35
0.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,35
8.1418253399998974e-02,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,36
0.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,36
8.1418253399998974e-02,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,36
0.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,37
-5.0000000000000000e-01,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,37
-5.0000000000000000e-01,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,37
0.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,38
-5.0000000000000000e-01,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,38
0.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,38
-5.0000000000000000e-01,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,39
-4.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,39
-4.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,39
-5.0000000000000000e-01,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,40
-4.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,40
-5.0000000000000000e-01,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,40
-4.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,41
-4.0000000000000000e+00,6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,41
-4.0000000000000000e+00,6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,41
-4.0000000000000000e+00,8.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,42
-4.0000000000000000e+00,6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,42
-4.0000000000000000e+00,8.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,42
-4.0000000000000000e+00,6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,43
-4.0000000000000000e+00,5.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,43
-4.0000000000000000e+00,5.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,43
-4.0000000000000000e+00,6.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,44
-4.0000000000000000e+00,5.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,44
-4.0000000000000000e+00,6.0000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,44
-4.0000000000000000e+00,5.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,45
-4.0000000000000000e+00,-1.5000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,45
-4.0000000000000000e+00,-1.5000000000000000e+00,-5.0000000000000003e-02,0.0000000000000000e+00,45
-4.0000000000000000e+00,5.0000000000000000e+00,-2.0499999999999998e+00,0.0000000000000000e+00,46
